headline,date
Tesla to scout sites in India for $2 bn-$3 bn EV plant by late April: Report,"April 03, 2024 05:53 PM"
India becomes Suzuki's second market to cross 3 crore cumulative production mark,"April 03, 2024 03:46 PM"
Toyota launches Urban Cruiser Taisor SUV in India starting at Rs 7.73 lakh,"April 03, 2024 02:48 PM"
TVS Motor registers highest ever sales in FY24,"April 01, 2024 10:58 PM"
"Hero MotoCorp sales up 5.5% at 56,21,455 units in FY24","April 01, 2024 10:27 PM"
"PV sales surge 10% in March at 3.7 lakh units, breach 4.2 million mark in FY24","April 01, 2024 10:23 PM"
Xiaomi SU7 sold out! Buyers asked to wait for 6 months,"April 01, 2024 07:17 PM"
"Maruti Suzuki India total sales rise 10% at 1,87,196 units in March","April 01, 2024 04:21 PM"
"Tata Motors total domestic sales rise to 90,822 units in March","April 01, 2024 03:34 PM"
"No diesel, petrol cars in India soon? Here's what Nitin Gadkari proposes for greener economy","April 01, 2024 12:26 PM"
"Luxury car sales could breach 50,000 units mark for first time ever in 2024: Audi India head","March 31, 2024 11:03 AM"
'Need movies to celebrate unsung heroes of manufacturing': Anand Mahindra backs Elon Musk,"March 29, 2024 04:15 PM"
Xiaomi’s $8 billion rally at stake as costly EV bet makes debut,"March 29, 2024 04:05 PM"
India to see highest number of new EV model launches in year ahead,"March 28, 2024 03:43 PM"
"Citroen unveils Basalt Vision SUV, India launch likely in second half of 2024","March 27, 2024 06:07 PM"
Tata Passenger Electric Mobility and HPCL join hands to build EV charging infra,"March 27, 2024 03:10 PM"
Maruti Suzuki's first electric vehicle eVX set for 2025 launch via NEXA: Take a look at its features,"March 27, 2024 02:24 PM"
The Drive Report: Nissan Magnite AMT has more pros than cons,"March 27, 2024 12:35 PM"
Nissan to launch 3 all-new models in India by FY2026,"March 26, 2024 08:37 PM"
"Daimler India unveils updated CV product lines, to roll out 14 offerings this year","March 26, 2024 08:28 PM"
"Nissan to launch 30 new models by 2027, boost global sales volumes","March 25, 2024 02:40 PM"
"India's EV push may lead to large-scale entry of Chinese firms, says GTRI","March 24, 2024 01:29 PM"
TVS Chairman Emeritus Venu Srinivasan's family inks non-compete pact,"March 23, 2024 08:25 AM"
Uno Minda ties up with Starcharge Energy for EV chargers,"March 22, 2024 10:16 PM"
"Maruti Suzuki recalls over 16,000 cars. Here’s why","March 22, 2024 06:35 PM"
Eicher Motors incorporates wholly-owned subsidiary in Netherlands,"March 22, 2024 06:29 PM"
"Bajaj Auto working on CNG bike, to hit road in June: MD","March 22, 2024 04:36 PM"
Nissan Motor India names Saurabh Vatsa as MD,"March 21, 2024 06:48 PM"
BMW reveals all-new Vision Neue Klasse X with eye on future,"March 21, 2024 06:17 PM"
Kia India to hike prices by up to 3% starting April 1,"March 21, 2024 05:19 PM"
M&M signs MoU with Adani Total Energies E-Mobility to broaden EV charging infra access,"March 21, 2024 12:04 PM"
Reviving rural demand for two-wheelers may get boost before elections,"March 20, 2024 10:39 AM"
Audi unveils new electric SUV Q6 e-tron on PPE platform | First glimpses,"March 19, 2024 10:09 PM"
Tata Motors opens fifth registered vehicle scrapping facility near Delhi,"March 19, 2024 04:09 PM"
Why the new Q6 e-tron is a game-changer for Audi,"March 19, 2024 02:58 PM"
Govt may take legal action against 3 firms for failing to repay FAME scheme subsidy: Report,"March 19, 2024 09:24 AM"
"Take a look at Xiaomi's SU7, the phonemaker's first EV model; deliveries to start soon","March 18, 2024 12:47 PM"
"Govt's EV policy is an 'aggressive' push towards EV adoption, says Pawan Goenka","March 18, 2024 12:32 PM"
Carmakers upbeat as domestic sales poised to reach 4.2 million units in FY24,"March 18, 2024 11:37 AM"
"EV policy likely to attract Tesla, BYD, VinFast and global OEMs, claim industry analysts","March 18, 2024 10:58 AM"
"Tesla to raise US prices for Model Y vehicles by $1,000 on April 1","March 16, 2024 05:44 PM"
Duty cut benefit in EV policy not to impact domestic players; to expand market,"March 16, 2024 05:42 PM"
"Kerala-based startup, 'chargeMOD' to deploy 1,200 more EV chargers across India","March 16, 2024 11:30 AM"
All you need to know about the EV plans of car makers in India,"March 16, 2024 08:00 AM"
"New EV policy defines minimum investment at Rs 4,150 crore, customs duty lowered for limited import","March 15, 2024 01:52 PM"
Japan Carmakers: Speed up consolidation to compete with China’s EVs,"March 15, 2024 11:37 AM"
Audi Q6 e-tron global unveil scheduled for March 18: Here’s what we know so far,"March 14, 2024 07:55 PM"
"Tata Motors to build Rs 9,000-cr plant in Tamil Nadu; to generate 5,000 jobs","March 13, 2024 05:47 PM"
Govt announces Rs 500 crore for special 4-month electric mobility promotion scheme,"March 13, 2024 04:38 PM"
Bharat Mobility Global Expo 2025 to be held in 3 venues from Jan 17 to Jan 22 next year,"March 13, 2024 02:21 PM"
"Piaggio India shifts focus to Aprilia, considers phasing out Vespa scooters by 2030: Sources","March 13, 2024 12:43 PM"
The Drive Report: BMW X5,"March 13, 2024 11:56 AM"
"Committed to UVs amid expansion in EV space, says M&M","March 12, 2024 11:14 PM"
"With chip crisis over, waiting period of our models has come down: HMIL's Tarun Garg","March 12, 2024 06:41 PM"
Hyundai Creta N Line launched for Rs 16.82 lakh,"March 11, 2024 10:58 PM"
"Committed to UVs amid expansion in EV space, says M&M","March 11, 2024 07:35 PM"
JSW Group and MG Motor India likely to commence JV on March 20,"March 11, 2024 04:39 PM"
We will look at listing some of our private growth gems: Mahindra’s Anish Shah,"March 11, 2024 01:31 PM"
India not to tailor policy for Tesla; EV maker as also other global players welcome in India: Goyal,"March 10, 2024 05:31 PM"
Expect accelerated growth post investment by JSW Group: MG Motor India  CEO Emeritus Rajeev Chaba,"March 10, 2024 01:49 PM"
"HMSI recalls GL1800 Gold Wing, CBR1000RR units to fix faulty fuel pumps","March 09, 2024 11:14 AM"
Ather Rizta to be unveiled on April 6 at Ather Community Day: What we know,"March 08, 2024 07:48 PM"
Servotech Power to set up EV charger components facility at Rs 100 crore investment,"March 07, 2024 11:39 PM"
What happens if EV makers go bust?,"March 07, 2024 03:24 PM"
"Moneycontrol Pro Panorama | FAME II subsidy scheme, if extended, can turbo charge EV demand","March 07, 2024 03:08 PM"
"PV retail sales rise 12% at 3,30,107 units in February 2024: FADA data","March 07, 2024 10:43 AM"
Government extends FAME-II scheme for electric mobility to prevent disruption in EV ecosystem: Report,"March 07, 2024 09:57 AM"
"MC Graphixstory | FIIs rush for consumer services, auto, healthcare, sell off financial stocks","March 07, 2024 08:18 AM"
"Moody’s affirms Tata Motors’ BA3 ratings, outlook remains positive post demerger move","March 06, 2024 07:54 PM"
Jio-bp to set up EV charging infra at properties of House of Hiranandani,"March 06, 2024 05:56 PM"
Popular Vehicles sets price band at Rs 280-295 for its Rs 600-crore IPO,"March 06, 2024 08:12 AM"
Economic Advisory Council to PM proposes mandating EV sales by all auto manufacturers,"March 05, 2024 10:52 PM"
Tesla Germany halts work as Musk calls suspected arson 'extremely dumb',"March 05, 2024 09:53 PM"
BYD Seal EV launched in India; Take a look at specs,"March 05, 2024 05:49 PM"
Skoda’s new compact SUV likely to be priced in range of Rs 8 lakh-14 lakh,"March 05, 2024 01:49 PM"
The Drive Report: Mercedes-Benz A45 AMG S,"March 05, 2024 11:47 AM"
"BYD Seal e-sedan to be available in 3 variants in India, prices start from Rs 41 lakh","March 05, 2024 11:15 AM"
BYD Seal EV launch today: Here's all you need to know,"March 05, 2024 08:31 AM"
Ola Electric receives PLI Automotive Certificate from ICAT,"March 04, 2024 11:42 PM"
Where does Tata Motors stand in comparison to global carmakers?,"March 04, 2024 08:24 PM"
How numbers stack up for Tata Motors’ CV and PV biz amidst its demerger,"March 04, 2024 08:11 PM"
Tata Motors demerger aimed at unlocking better value for the two businesses  ,"March 04, 2024 07:16 PM"
Mutual funds sold Rs 1441 crore worth of Tata Motors shares in Jan,"March 04, 2024 06:52 PM"
"Tata Motors demerger: Commercial, passenger vehicle biz to become separate listed entities","March 04, 2024 04:30 PM"
"India’s electric two-wheeler sales cross 80k units in Feb 2024, up 24% YoY","March 04, 2024 01:00 PM"
India's used car market size to touch $100 billion-mark by 2034: CARS24 CEO,"March 03, 2024 12:08 PM"
"Ola Electric records 35,000 EV registrations in February, a 100% jump YoY","March 01, 2024 04:39 PM"
"Maruti's total sales rise 15% to 1,97,471 units in February","March 01, 2024 04:38 PM"
India auto sales sustain growth in February,"March 01, 2024 03:01 PM"
"Tata Motors sales rise 8% in February at 86,406 units","March 01, 2024 02:54 PM"
Royal Enfield wholesales rise 6% in February,"March 01, 2024 02:16 PM"
PV sales continue on upward trajectory in February,"March 01, 2024 01:23 PM"
Toyota records highest-ever monthly sales in February,"March 01, 2024 12:42 PM"
MG Motor India sales rise 8% in February,"March 01, 2024 12:33 PM"
"Mahindra wholesales rise 24 pc in Feb at 72,923 units","March 01, 2024 12:28 PM"
Can European carmakers stop China’s electric behemoth BYD?,"February 29, 2024 12:43 PM"
Fourth-gen Mini Cooper petrol to be the last ICE-powered car from the English brand,"February 29, 2024 10:33 AM"
India's EV revolution is spreading from autorickshaws to motorbikes,"February 28, 2024 11:43 AM"
Mahindra launches Thar Earth Edition; design echoes the spirit of Thar desert,"February 27, 2024 06:28 PM"
"SUVs to account for 62% of total PV sales by FY25, says CRISIL","February 27, 2024 05:10 PM"
Skoda Auto to roll out compact SUV in India in 2025,"February 27, 2024 04:09 PM"
The Drive Report: 2024 Range Rover Velar,"February 27, 2024 11:31 AM"
Skoda's first electric vehicle Enyaq iV to hit Indian roads soon; here are the details,"February 27, 2024 10:30 AM"
TVS Motor Co to hike stake in Killwatt to 49%,"February 26, 2024 11:20 PM"
Volvo Car India rejigs management team,"February 26, 2024 09:52 PM"
Wireless-Charging Road Trial Sets Out to Transform Trucking,"February 26, 2024 06:33 PM"
"TVS Motor says TVS HLX used by over 3.5 mn customers in international markets, launches new variant","February 26, 2024 01:55 PM"
Electric scooter makers slash prices aggressively to grab EV market share,"February 26, 2024 10:03 AM"
Adani group looks to partner with Uber to roll out electric vehicles,"February 26, 2024 07:50 AM"
Vietnam's VinFast seeks India EV import duty cut as plant construction starts,"February 25, 2024 11:20 AM"
PV industry growth likely to moderate to less than 5 pc in FY25: Tata Motors,"February 25, 2024 10:26 AM"
EV maker Lotus Tech closes up modestly in Nasdaq debut after SPAC merger,"February 24, 2024 08:56 AM"
Bajaj Auto enhances stake in Yulu Bikes,"February 22, 2024 08:03 PM"
Bounce Infinity cuts E1+ e-scooter’s price by 24K,"February 22, 2024 06:48 PM"
Ride-hailing firms knock EV 2W manufacturers’ doors for bike-taxi electrification,"February 22, 2024 08:56 AM"
"India will promote EVs but not on the back of subsidies, says Trade Minister Goyal","February 21, 2024 08:54 PM"
The Drive Report: Tata Tiago CNG AMT,"February 21, 2024 04:00 PM"
Buy CIE Automotive; target of Rs 540: Motilal Oswal,"February 21, 2024 01:43 PM"
Wireless charging for electric cars is inching closer to reality,"February 20, 2024 11:18 PM"
Nvidia dethrones Tesla as Wall Street's most traded stock,"February 20, 2024 08:12 PM"
EV startup Pravaig wins deal to export batteries to Greece,"February 20, 2024 08:06 PM"
"No significant impact on business due to Red Sea crisis, says top M&M official","February 20, 2024 07:03 PM"
UP CM Adityanath lays foundation stone for green CV facility of Ashok Leyland,"February 20, 2024 06:32 PM"
Talks with Tesla to slow down until general elections 2024: Government official,"February 20, 2024 03:20 PM"
Detroit makes the same mistake on Chinese EVs it did with Japan,"February 20, 2024 11:27 AM"
"Vehicle financing will be the biggest growth driver, says Hero MotoCorp CEO","February 19, 2024 11:52 AM"
How India’s YOLO generation is driving the unprecedented demand for luxury cars,"February 19, 2024 10:36 AM"
Expect two-wheeler industry to see double-digit revenue growth next fiscal: Hero MotoCorp,"February 18, 2024 11:41 AM"
UP emerges as top state in total vehicle sales in Oct-Dec 2023; Maharashtra 2nd: SIAM,"February 17, 2024 12:07 PM"
"Bigger fenders, broader tyres, fatter seat give the 'new' Jawa 350 a better presence","February 16, 2024 07:18 PM"
Royal Enfield partners K-Rides Motosiklet to enter Turkiye,"February 16, 2024 06:20 PM"
"IPO-bound Ola Electric slashes prices of e-scooters by up to Rs 25,000","February 16, 2024 03:29 PM"
India Yamaha Motor recalls 3 lakh scooter units to rectify brake parts,"February 15, 2024 11:16 PM"
The Drive Report: Porsche Experience 2024,"February 15, 2024 03:59 PM"
"Passenger vehicles wholesales clock record 3,93,074 units in January, up 14%","February 14, 2024 11:46 PM"
"With the price drop in EVs, has Tata Motors set the cat among ICE pigeons?","February 14, 2024 08:37 PM"
Tata Nexon scores five star in GNCAP rating again,"February 14, 2024 04:46 PM"
"Mahindra & Mahindra Q3 results: Net profit jumps 60% YoY to Rs 2,454 crore on healthy topline","February 14, 2024 01:52 PM"
"To sell an EV, put a $420,000 price tag on it","February 14, 2024 11:34 AM"
"Tata Motors cuts prices of Tiago, Nexon by up to Rs 1.2 lakh","February 13, 2024 12:17 PM"
"PV retail sales rise 13.3% to 3,93,250 units in January: FADA","February 13, 2024 11:12 AM"
"Expect marginal impact of Red Sea crisis on tyre industry, says JK Tyre MD and ATMA Chairman","February 12, 2024 05:53 PM"
In Photos: Vintage car rally showcases timeless automobiles on the streets of Delhi,"February 11, 2024 06:56 PM"
Ashok Leyland progressing well in network expansion in North & East,"February 11, 2024 05:13 PM"
"Red Sea crisis impacting supply chain, expect recovery in coming months: Audi India Head","February 11, 2024 10:53 AM"
India Yamaha Motor rolls out new variant of FZ-X at Rs 1.39 lakh,"February 10, 2024 05:28 PM"
MC Exclusive: IPO-bound Ola Electric receives second product certification under PLI scheme,"February 10, 2024 02:01 PM"
FAME II subsidies for e-vehicles till March-end or until funds are available: Govt,"February 09, 2024 10:52 PM"
"Hero MotoCorp Q3 PAT up 51% at Rs 1,073 crore, beats analysts' estimates","February 09, 2024 06:24 PM"
All you need to know about Spectrum Auction 2024-25,"February 09, 2024 04:56 PM"
Lotus takes bold step into electric cars with the sleek Eletre,"February 09, 2024 04:51 PM"
Can Kinetic Energy harvest nostalgia with the E-Luna?,"February 08, 2024 06:52 PM"
"Kinetic Green rolls out E-Luna at Rs 69,990, aims to sell 1 lakh units in FY24-25","February 07, 2024 10:51 PM"
"Take a look at Kinetic Green's e-Luna, launched at Rs 69,990","February 07, 2024 09:14 PM"
Ducati and Lamborghini team up to create the most exotic Streetfighter V4,"February 07, 2024 08:38 PM"
Harley-Davidson Pan America 1250 CVO unveiled,"February 07, 2024 06:29 PM"
Coal India to increase e-vehicles at mines to 681 by FY26,"February 07, 2024 06:04 PM"
Ola Electric considers bid for lithium mining rights,"February 07, 2024 05:41 PM"
Kinetic Green to revive Luna in electric avatar today,"February 07, 2024 03:00 PM"
Ashok Leyland leverages record M&HCV volumes to boost its FY24 topline,"February 07, 2024 10:49 AM"
Maruti launches compact format Nexa service workshops for non-urban areas,"February 06, 2024 08:06 PM"
Maruti Suzuki ordered to refund car's price as airbag did not deploy during accident,"February 06, 2024 08:04 PM"
Aston Martin hunting for its 4th CEO in as many years,"February 06, 2024 07:24 PM"
Next-gen Maruti Suzuki Dzire spotted testing: Gets a bunch of changes for 2024,"February 06, 2024 07:11 PM"
Kia EV9 spotted testing in India undisguised: Everything you need to know about the upcoming e-SUV,"February 06, 2024 05:24 PM"
Omega Seiki partners with Attero for lithium-ion battery recycling,"February 06, 2024 01:23 PM"
"Ashok Leyland Q3 profit jumps 60% YoY to Rs 580 crore, revenue up 2.7%","February 05, 2024 07:57 PM"
Tata Motors says electric passenger car biz has broken even; eyes PLI funds,"February 05, 2024 04:43 PM"
"Hyundai explores $3 billion IPO for India unit at $25-30 billion valuation, sources say","February 05, 2024 12:09 PM"
The Eastern Window: China ready to challenge Japan to become the world’s biggest auto exporter,"February 05, 2024 08:54 AM"
"Eicher forays into small commercial vehicle segment, unveils EV truck","February 03, 2024 07:54 PM"
"TVS Motor reiterates commitment to invest Rs 5,000 crore on future technologies","February 03, 2024 06:40 PM"
Ashok Leyland hands over keys of 14T Boss Electric truck to Billion E-Mobility,"February 03, 2024 03:20 PM"
"India registered massive growth in PV sales in last 10 years, says PM Modi","February 03, 2024 12:01 PM"
Tesla ordered to pay $1.5 Million Over Alleged Hazardous Waste Violations in California,"February 03, 2024 08:56 AM"
Skoda Enyaq iV makes India debut at the 2024 Bharat Mobility show,"February 02, 2024 08:53 PM"
"7 nations draw inspiration from India’s electric vehicle adoption, govt’s EV push","February 02, 2024 08:38 PM"
Bharat Mobility Global Expo 2024: Tata Motors showcases lineup of concepts and upcoming cars,"February 02, 2024 08:25 PM"
How Hero MotoCorp plans to pick up a major slice of electric two-wheeler pie with Vida e-scooters,"February 02, 2024 04:31 PM"
The Drive Report: Mercedes-Benz GLS 450,"February 02, 2024 04:25 PM"
"PLI Scheme for Automobile and Auto components: Govt earmarks Rs 3,500 crore for FY 2024-25","February 01, 2024 08:12 PM"
"HMSI domestic overall sales rise 42 pc to 4,19,395 units in January","February 01, 2024 06:28 PM"
"PV sales up by 14% at 394,571 units in January 2024","February 01, 2024 05:41 PM"
Take a look at 9 new bikes launched in January 2024,"February 01, 2024 01:38 PM"
Government aims at widening and firming up EV ecosystem: Sitharaman,"February 01, 2024 12:14 PM"
"Auto Industry Budget: Sector seeks continuation of infra thrust, green drive","February 01, 2024 12:33 AM"
"Maruti Suzuki Q3 net profit up 33% at Rs 3,130 crore, beats estimates","January 31, 2024 02:11 PM"
Mahalaxmi Racecourse: Is it the end for Mumbai’s biggest open space?,"January 31, 2024 01:58 PM"
Foreign auto makers exiting China are making a smart move,"January 31, 2024 12:35 PM"
Uber launches operations in J&K,"January 30, 2024 04:20 PM"
Punch EV will not cannibalise our other electric car sales but will be category creator: Tata Motors MD,"January 30, 2024 12:59 PM"
"The Drive Report: Jeep Compass S 4x2 AT, more affordable and easy","January 30, 2024 11:26 AM"
Domestic auto component aftermarket expected to touch $14 bn mark by 2028: ACMA study,"January 29, 2024 05:21 PM"
Manohar Lal Khattar inaugurates electric bus services in Panipat,"January 29, 2024 05:14 PM"
EV Transition: Can governments forego massive revenues from fuel taxes?,"January 29, 2024 01:56 PM"
"Budget 2024: Auto cos seek continued push to green mobility, infra development","January 28, 2024 04:03 PM"
"Apple home devices, car veteran exits for top Rivian product role","January 28, 2024 08:49 AM"
"Interim Budget 2024: Auto industry seeks policy consistency, focus on EV","January 27, 2024 04:04 PM"
"Tesla recalling nearly 200,000 vehicles because software glitch can cause backup camera to go dark","January 27, 2024 03:28 PM"
"Ola Mobility announces launch of e-bike service in Delhi, Hyderabad","January 26, 2024 08:11 PM"
Mercedes EQG to concept to make India debut at upcoming Bharat Mobility Global Expo,"January 25, 2024 03:11 PM"
Moneycontrol Pro Panorama | Auto stocks' value baked into price,"January 25, 2024 03:09 PM"
Entry level two-wheeler segment will bounce back in the coming quarters: Hero MotoCorp CEO,"January 25, 2024 11:01 AM"
Specs Comparison: Hero Mavrick 400 vs rivals,"January 24, 2024 08:23 PM"
TVS Motor Q3 results: Net profit jumps 68% YoY to Rs 593 crore,"January 24, 2024 05:04 PM"
"Bajaj Auto Q3FY24 net profit up 37% YoY at Rs 2,042 crore on robust sales, price hikes","January 24, 2024 04:31 PM"
"Fronx clocks 1 lakh sales milestone in passenger vehicle segment in record time, says Maruti","January 24, 2024 04:06 PM"
Ather’s ‘Rizta’ teased: Promises focus on space and comfort,"January 24, 2024 02:15 PM"
Citroën launches Ë-C3 Shine All-Electric compact SUV: Check details,"January 24, 2024 01:17 PM"
The Drive Report: Tata Punch EV,"January 23, 2024 04:20 PM"
Hero MotoCorp plans to bring three electric two-wheelers by early next year,"January 23, 2024 03:45 PM"
Why the commuter segment will continue to be the sweet spot for CEAT,"January 23, 2024 03:34 PM"
Mavrick 440 unveiled: Check prices and other key details,"January 23, 2024 01:17 PM"
"Hero MotoCorp unveils Mavrick 440 roadster, gears up for Feb rollout","January 23, 2024 12:40 PM"
Chinese EV shipping deals are either savvy or very risky,"January 23, 2024 11:20 AM"
Hero MotoCorp to set up assembly plant in Nepal with partner CG Motors,"January 22, 2024 07:24 PM"
Tata Motors to commence EV production at Sanand plant from April,"January 22, 2024 07:14 PM"
Tata Motors to hike passenger vehicle prices from Feb 1,"January 21, 2024 05:49 PM"
"Only zero-emission cars can help tackle air pollution, reduce oil imports: Tata Motors","January 21, 2024 05:13 PM"
"Rolls Royce launches fully electric luxury sedan Spectre in India: Check price, other details","January 20, 2024 02:51 PM"
SUV Specs Showdown: Hyundai Creta vs Rivals,"January 19, 2024 06:07 PM"
Rolls-Royce drives in Spectre; dealer expects luxury car sales to grow in India,"January 19, 2024 05:31 PM"
The Drive Report: Mercedes-Benz GLC 220d,"January 19, 2024 04:39 PM"
The Drive Report: Mercedes-Benz GLC 220d,"January 19, 2024 02:11 PM"
Boeing-Airbus duopoly is a pain for customers and a lesson for competition regulators  ,"January 19, 2024 09:19 AM"
Mahindra expects to sustain growth momentum in SCV segment next fiscal,"January 18, 2024 11:25 PM"
Jawa Yezdi Motorcycles eyes ASEAN market for Jawa exports,"January 18, 2024 11:22 PM"
Tata Motors urges Indian govt to keep hybrid tax as Toyota seeks cut: Report,"January 17, 2024 06:54 PM"
Ola Electric gets domestic value addition certificate under auto PLI,"January 17, 2024 06:22 PM"
Tata Motors expects industry EV sales growth in India to moderate to 40-45% this year,"January 17, 2024 03:42 PM"
The Drive Report: 2024 Hyundai Creta ,"January 17, 2024 01:19 PM"
"Mahindra, Maruti battle it out for top spot in SUV market","January 17, 2024 11:52 AM"
Tata Motors' Punch EV launched at Rs 10.99 lakh; deliveries begin on Jan 22,"January 17, 2024 10:40 AM"
500 electric buses to be flagged off in Delhi on January 23: Transport Minister Kailash Gahlot,"January 16, 2024 10:24 PM"
"No plans for hybrid cars in India as BEVs are 'ultimate destination', says Hyundai Motor India COO","January 16, 2024 09:44 PM"
Mahindra calls for EV level playing field amid Tesla's India entry plans,"January 16, 2024 05:13 PM"
A closer look at the 2024 Hyundai Creta facelift,"January 16, 2024 04:40 PM"
Hyundai India rolls out facelifted Creta SUV at Rs 10.99 lakh,"January 16, 2024 02:13 PM"
EVs are cheaper than ever. That’s bad for EV owners,"January 16, 2024 01:04 PM"
Hyundai unveils much-awaited facelifted Creta,"January 16, 2024 12:51 PM"
Maruti Suzuki cars to cost 0.45% more from Jan 16,"January 16, 2024 11:46 AM"
Hyundai to spend $845 million fixing GM’s mothballed India plant,"January 15, 2024 05:50 PM"
Volvo Car India hikes ICE vehicle prices by 2%,"January 15, 2024 05:24 PM"
"Volkswagen Group's auto sales in India rise to 1,45,713 units in 2023","January 15, 2024 04:36 PM"
"Delhi govt bans plying of BS-III petrol, BS-IV diesel four-wheelers","January 14, 2024 11:11 PM"
Tesla gets a $94 billion reality check as EV winter sets in,"January 14, 2024 05:41 PM"
Uber flags off EV autos in Ayodhya ahead of Ram temple consecration,"January 14, 2024 05:04 PM"
"Hyundai, IIT-M to set up Hydrogen Valley Innovation Hub to promote green solutions","January 14, 2024 12:12 AM"
Delhi govt again floats tender for electric scooters in Dwarka sub-city,"January 13, 2024 01:44 PM"
Tenders floated for procuring electric buses under central scheme: Minister,"January 12, 2024 08:33 PM"
Super sports car segment in India to register 30% growth this year: McLaren Automotive,"January 12, 2024 07:07 PM"
Tata Motors commences production at Sanand plant it acquired from Ford,"January 12, 2024 05:45 PM"
SUV demand pushes passenger vehicle wholesales past 40 lakh milestone in 2023,"January 12, 2024 03:41 PM"
Honda showcases Visionary 0 Series Electric Vehicle line at CES 2024,"January 12, 2024 02:24 PM"
"PV sales race past 1 million mark in Q3 FY24, up 8.26% YoY, shows SIAM data","January 12, 2024 01:35 PM"
"BMW India against preferential treatment to any brand or tech, seeks duty rationalisation on imported models","January 11, 2024 08:33 PM"
"Hertz to sell about 20,000 EVs from US fleet due to low demand","January 11, 2024 06:43 PM"
"JLR reports best-ever sales at 3,582 units in Apr-Dec period","January 11, 2024 03:55 PM"
"VW, Toyota saw China market share shrink in 2023: industry association","January 10, 2024 10:48 PM"
Hyundai unveils its electric air taxi at CES; flights to take off in 2028,"January 10, 2024 06:30 PM"
Hyundai Creta exterior officially unveiled with Shah Rukh Khan in the driver’s seat,"January 10, 2024 06:06 PM"
Goodyear rolls into 2024 with the new ElectricDrive 2 all-season tyres,"January 10, 2024 06:04 PM"
Renault seeks regulatory discipline in India as it plans new investments,"January 10, 2024 12:15 AM"
EV sales jumps 49% to 15.29 lakh units in 2023: FADA,"January 09, 2024 10:30 PM"
Not ditching diesel vehicles as customer demand is strong: Mercedes Benz India VP of sales,"January 09, 2024 05:19 PM"
Road Transport Ministry notifies new emission test standards. Check details,"January 08, 2024 07:55 PM"
"Mercedes Benz India records highest-ever sales in 2023, up by 10% at 17,408 units","January 08, 2024 05:16 PM"
Mercedes-Benz GLS luxury SUV facelift launched in India: See Pics,"January 08, 2024 03:28 PM"
"December PV sales record 2.65% YoY growth, up 10.61% for CY23: FADA","January 08, 2024 11:07 AM"
BYD’s battle with Tesla offers a glimpse of the EV market’s future ,"January 08, 2024 09:03 AM"
"TN GIM 2024: Ola Electric’s new EV hub has potential to employ 25,000 workforce, says CEO Bhavish Aggarwal","January 07, 2024 02:08 PM"
"Vietnam EV maker VinFast names founder as CEO, replaces CFO","January 07, 2024 12:43 PM"
"Zoomcar Inc no longer an associate company, says M&M","January 06, 2024 06:49 PM"
Vietnam's VinFast Auto to invest $2 billion for EV plant in Tamil Nadu,"January 06, 2024 05:26 PM"
Bengaluru man turns Alto K10 into self-driving car using second-hand smartphone,"January 06, 2024 04:25 PM"
"Hyundai Creta SUV's features revealed, to be equipped with ADAS","January 06, 2024 02:11 PM"
What going into “Warp+” mode feels like on the Ather 450 Apex,"January 06, 2024 01:32 PM"
The Ride Report: Ather 450X Apex,"January 06, 2024 01:05 PM"
"Formula E cancels Hyderabad E-Prix, alleges breach of contract by new Telangana govt","January 06, 2024 11:07 AM"
Toyota Kirloskar hikes vehicle prices by up to 2.5%,"January 05, 2024 08:37 PM"
A look at eight new cars and bikes ready for unveiling this month,"January 05, 2024 07:11 PM"
All you need to know about the Kawasaki Eliminator,"January 05, 2024 06:02 PM"
Cruiser Showdown: Kawasaki Eliminator vs Royal Enfield Super Meteor 650,"January 05, 2024 05:23 PM"
"Tata Motors announces new electric platform acti.ev, unveils Punch EV","January 05, 2024 04:46 PM"
"Bajaj Auto launches 2 new variants of Chetak Electric Scooter: Check features, prices, more details here","January 05, 2024 09:36 AM"
Vietnam’s VinFast to set up global EV manufacturing hub in Tamil Nadu,"January 04, 2024 05:24 PM"
"Royal Enfield rolls out 2 vibrant colours in Dapper series: Check out price, more details","January 04, 2024 02:33 PM"
CV makers brace for sluggish demand in the fourth quarter,"January 04, 2024 11:48 AM"
"EKA Mobility to supply 1,000 electric buses to GreenCell","January 03, 2024 06:47 PM"
VinFast planning battery plant in Tamil Nadu in 2024,"January 03, 2024 05:03 PM"
Toyota Kirloskar Motor announces senior management rejig,"January 03, 2024 04:51 PM"
"India’s E2W sales post 36% jump in 2023, crossed 8-lakh mark as adoption rates go up","January 03, 2024 08:00 AM"
Hero MotoCorp sales rise 5% to 54.99 lakh units in 2023,"January 02, 2024 11:23 PM"
"Maruti Suzuki production falls 2.96% at 1,21,028 units in Dec 2023","January 02, 2024 07:24 PM"
Ducati to ride in 8 new models in India this year,"January 02, 2024 06:14 PM"
"Hyundai commences bookings for Creta facelift against token amount of Rs 25,000","January 02, 2024 03:30 PM"
Kawasaki Ninja ZX-6R launched in India at Rs 11.09 lakh,"January 02, 2024 03:13 PM"
"Car sales breach 40 lakh mark in 2023, up 4.4% YoY in traditionally lean December","January 01, 2024 09:22 PM"
Meet Xioami’s SU7: Smartphone Giant Reveals Its First Electric Vehicle,"January 01, 2024 07:47 PM"
"PLI scheme for automobile, auto components extended by 1 year, total outlay raised to Rs 25,938 crore","January 01, 2024 06:58 PM"
